nom_modele,performance,fairness_accuracy,fairness_disparate_impact,disparate_impact_foreign,interpretability,privacy
account_check_status age credit_history duration_in_month installment_as_income_perc other_debtors other_installment_plans people_under_maintenance telephone,0.718928571428571,0.17187398279469868,0.982779198635976,0.917293233082707,-9.0,-3.0
age credits_this_bank duration_in_month foreign_worker job other_debtors other_installment_plans people_under_maintenance present_emp_since property purpose savings,0.689285714285714,0.3248631277764214,0.851074462768616,0.389473684210526,-12.0,-6.0
credit_amount credits_this_bank duration_in_month housing installment_as_income_perc job personal._status present_emp_since present_res_since purpose savings telephone,0.685714285714286,0.1824372850353758,0.720746108427268,0.818713450292398,-12.0,-6.0
account_check_status credit_amount credit_history foreign_worker housing installment_as_income_perc job other_debtors other_installment_plans property purpose savings sex,0.723214285714286,0.2431776556776561,0.771286231884058,0.657894736842105,-13.0,-5.0
account_check_status credits_this_bank duration_in_month foreign_worker other_debtors other_installment_plans people_under_maintenance present_emp_since present_res_since telephone,0.6975,0.2507566250830442,0.939068100358423,0.678947368421053,-10.0,-5.0
age credits_this_bank duration_in_month foreign_worker housing other_installment_plans people_under_maintenance present_emp_since present_res_since purpose savings,0.669285714285714,0.23322700691121712,0.899313501144165,0.536842105263158,-11.0,-6.0
account_check_status age credits_this_bank duration_in_month foreign_worker housing job other_installment_plans present_emp_since purpose telephone,0.690833333333333,0.28018762292727145,0.884552042160738,0.626315789473684,-11.0,-6.0
account_check_status installment_as_income_perc people_under_maintenance personal._status present_res_since savings sex telephone,0.71797619047619,0.1700075786282678,0.83452779104953,1.67105263157895,-8.0,-5.0
account_check_status credit_history housing other_debtors other_installment_plans personal._status present_res_since sex,0.702023809523809,0.0031491384432561983,0.737084398976982,1.18947368421053,-8.0,-4.0
age credit_history foreign_worker housing installment_as_income_perc other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since purpose,0.670714285714286,0.11987832484436851,0.751509661835749,0.652631578947368,-11.0,-7.0
age credit_amount credit_history credits_this_bank installment_as_income_perc job other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since property purpose sex,0.698809523809524,0.16656772916935558,0.656289139380927,0.903508771929825,-14.0,-8.0
credit_amount credit_history foreign_worker installment_as_income_perc job present_emp_since present_res_since property savings sex telephone,0.7375,0.1888437950937955,0.71195652173913,0.642105263157895,-11.0,-7.0
account_check_status age credit_history duration_in_month housing job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since purpose,0.704880952380952,0.11531339031339069,0.71195652173913,1.02255639097744,-12.0,-6.0
account_check_status credits_this_bank foreign_worker housing other_debtors other_installment_plans present_res_since savings sex,0.700238095238095,0.0599540103360141,0.792801401497054,0.626315789473684,-9.0,-4.0
account_check_status credits_this_bank job other_debtors present_emp_since present_res_since sex telephone,0.666547619047619,0.017896906596052004,0.878433917369673,1.23684210526316,-8.0,-5.0
credit_amount credit_history foreign_worker housing installment_as_income_perc job other_debtors personal._status property savings sex telephone,0.692976190476191,0.0947570947570945,0.665725578769057,0.555555555555556,-12.0,-7.0
age credit_amount credits_this_bank foreign_worker housing installment_as_income_perc other_debtors people_under_maintenance personal._status present_emp_since savings,0.663928571428571,0.33488536155202797,0.632850241545894,0.515789473684211,-11.0,-6.0
age credit_history credits_this_bank duration_in_month installment_as_income_perc job other_installment_plans present_res_since savings sex telephone,0.724642857142857,0.2828705111313806,0.742911153119093,0.695906432748538,-11.0,-5.0
account_check_status age credit_amount credit_history duration_in_month foreign_worker installment_as_income_perc other_debtors present_emp_since present_res_since property sex,0.725714285714286,0.14036574716186345,0.774166314900802,0.710526315789474,-12.0,-6.0
age credit_history credits_this_bank foreign_worker housing installment_as_income_perc other_installment_plans people_under_maintenance present_emp_since present_res_since purpose,0.683214285714286,0.0858504898108858,0.789496340938442,0.7,-11.0,-6.0
credit_history duration_in_month housing other_installment_plans property savings,0.689464285714286,-4.938271604940092E-4,0.911304347826087,0.596491228070176,-6.0,-2.0
account_check_status credit_amount credit_history duration_in_month housing installment_as_income_perc job other_debtors present_emp_since,0.702380952380952,0.0418486598053166,0.897963180571876,0.903508771929825,-9.0,-3.0
account_check_status age credit_amount credits_this_bank duration_in_month installment_as_income_perc other_debtors present_emp_since property purpose sex telephone,0.7275,0.1542068854568852,0.73173309178744,0.947368421052632,-12.0,-5.0
account_check_status credit_amount credit_history credits_this_bank duration_in_month foreign_worker housing other_debtors people_under_maintenance personal._status present_emp_since purpose telephone,0.713452380952381,0.11433298502264053,0.720139930034983,0.578947368421053,-13.0,-6.0
account_check_status credits_this_bank housing other_debtors other_installment_plans people_under_maintenance present_emp_since property purpose savings sex,0.703571428571429,0.19708667211441935,0.827573392790784,1.42105263157895,-11.0,-5.0
account_check_status credits_this_bank duration_in_month housing present_res_since property purpose sex,0.692738095238095,-0.0043012320478239,0.862977602108037,1.07017543859649,-8.0,-4.0
account_check_status age credit_amount credits_this_bank duration_in_month housing personal._status present_emp_since present_res_since sex telephone,0.683690476190476,0.030949419937107897,0.733530961791831,0.864661654135338,-11.0,-7.0
account_check_status credit_history credits_this_bank foreign_worker other_installment_plans personal._status present_emp_since present_res_since purpose telephone,0.711488095238095,0.12225063938618921,0.781756180733163,0.578947368421053,-10.0,-5.0
account_check_status credits_this_bank installment_as_income_perc job other_debtors other_installment_plans sex telephone,0.685238095238095,0.0924410620505692,0.90546265328874,1.21052631578947,-8.0,-3.0
age credit_amount credit_history foreign_worker other_debtors people_under_maintenance personal._status present_emp_since savings telephone,0.706904761904762,0.281115957301485,0.592021193704223,0.589473684210526,-10.0,-6.0
age credit_amount credit_history credits_this_bank job other_debtors other_installment_plans present_emp_since property purpose savings,0.718452380952381,0.1463713405238832,0.804470646032916,0.831578947368421,-11.0,-4.0
account_check_status credit_history foreign_worker housing installment_as_income_perc other_debtors other_installment_plans present_emp_since present_res_since property purpose savings telephone,0.718690476190476,0.17942799360830952,0.901811594202899,0.568421052631579,-13.0,-6.0
account_check_status credit_amount credits_this_bank housing other_installment_plans personal._status present_emp_since present_res_since purpose sex telephone,0.682738095238095,0.12426832426832381,0.739695087521175,1.07368421052632,-11.0,-6.0
account_check_status age foreign_worker housing personal._status property purpose,0.683869047619048,0.027703364972779795,0.810617163328448,0.615789473684211,-7.0,-5.0
account_check_status age credit_history installment_as_income_perc people_under_maintenance present_emp_since present_res_since purpose savings telephone,0.735357142857143,0.11162418768550891,0.900594574507618,1.46052631578947,-10.0,-5.0
credit_history credits_this_bank housing present_res_since savings sex telephone,0.676547619047619,0.0506995926000134,0.643057503506311,0.675438596491228,-7.0,-4.0
credit_amount credit_history credits_this_bank duration_in_month installment_as_income_perc other_debtors other_installment_plans present_res_since savings sex,0.739404761904762,0.1296352217490434,0.656289139380927,0.766917293233083,-10.0,-2.0
account_check_status installment_as_income_perc job other_debtors other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since purpose telephone,0.687738095238095,0.14315204730316686,0.800951086956522,1.14473684210526,-11.0,-6.0
account_check_status credit_amount foreign_worker housing installment_as_income_perc job other_installment_plans people_under_maintenance personal._status present_emp_since present_res_since property,0.677023809523809,0.2566117915757133,0.751509661835749,0.652631578947368,-12.0,-8.0
credit_amount credit_history installment_as_income_perc other_debtors property purpose telephone,0.70047619047619,0.1215798633836071,0.907085346215781,0.725146198830409,-7.0,-2.0
credit_amount credit_history credits_this_bank housing installment_as_income_perc job personal._status present_emp_since present_res_since property savings sex,0.701071428571429,0.0533143399810067,0.703166935050993,0.781954887218045,-12.0,-7.0
age credit_amount duration_in_month foreign_worker installment_as_income_perc job personal._status present_emp_since present_res_since property purpose savings,0.699642857142857,0.14815985800260661,0.657913617448701,0.663157894736842,-12.0,-7.0
